sale_datetime,Year,Month,Hour,Weekday_Name,total_sales
00:00.0,2015,11,20,Sunday,6
00:00.0,2015,11,21,Sunday,0
00:00.0,2015,11,22,Sunday,0
00:00.0,2015,11,23,Sunday,0
00:00.0,2015,11,0,Monday,0
00:00.0,2015,11,1,Monday,0
00:00.0,2015,11,2,Monday,0
00:00.0,2015,11,3,Monday,0
00:00.0,2015,11,4,Monday,0
00:00.0,2015,11,5,Monday,0
00:00.0,2015,11,6,Monday,0
00:00.0,2015,11,7,Monday,0
00:00.0,2015,11,8,Monday,3
00:00.0,2015,11,9,Monday,8.340000033
00:00.0,2015,11,10,Monday,3
00:00.0,2015,11,11,Monday,8.00000006
00:00.0,2015,11,12,Monday,8
00:00.0,2015,11,13,Monday,8
00:00.0,2015,11,14,Monday,9.330000013
00:00.0,2015,11,15,Monday,8
00:00.0,2015,11,16,Monday,2.670000017
00:00.0,2015,11,17,Monday,1
00:00.0,2015,11,18,Monday,2.299999952
00:00.0,2015,11,19,Monday,2
00:00.0,2015,11,20,Monday,12
00:00.0,2015,11,21,Monday,4
00:00.0,2015,11,22,Monday,0
00:00.0,2015,11,23,Monday,0
00:00.0,2015,11,0,Tuesday,0
00:00.0,2015,11,1,Tuesday,0
00:00.0,2015,11,2,Tuesday,0
00:00.0,2015,11,3,Tuesday,0
00:00.0,2015,11,4,Tuesday,0
00:00.0,2015,11,5,Tuesday,0
00:00.0,2015,11,6,Tuesday,0
00:00.0,2015,11,7,Tuesday,1
00:00.0,2015,11,8,Tuesday,1
00:00.0,2015,11,9,Tuesday,9
00:00.0,2015,11,10,Tuesday,1
00:00.0,2015,11,11,Tuesday,0.340000004
00:00.0,2015,11,12,Tuesday,5
00:00.0,2015,11,13,Tuesday,1
00:00.0,2015,11,14,Tuesday,3
00:00.0,2015,11,15,Tuesday,4
00:00.0,2015,11,16,Tuesday,1
00:00.0,2015,11,17,Tuesday,4
00:00.0,2015,11,18,Tuesday,20.66000003
00:00.0,2015,11,19,Tuesday,11.30000001
00:00.0,2015,11,20,Tuesday,3.033
00:00.0,2015,11,21,Tuesday,13.40000001
00:00.0,2015,11,22,Tuesday,0
00:00.0,2015,11,23,Tuesday,0
00:00.0,2015,11,0,Wednesday,0
00:00.0,2015,11,1,Wednesday,0
00:00.0,2015,11,2,Wednesday,0
00:00.0,2015,11,3,Wednesday,0
00:00.0,2015,11,4,Wednesday,0
00:00.0,2015,11,5,Wednesday,0
00:00.0,2015,11,6,Wednesday,0
00:00.0,2015,11,7,Wednesday,0
00:00.0,2015,11,8,Wednesday,2
00:00.0,2015,11,9,Wednesday,3
00:00.0,2015,11,10,Wednesday,1
00:00.0,2015,11,11,Wednesday,7
00:00.0,2015,11,12,Wednesday,2
00:00.0,2015,11,13,Wednesday,3.340000004
00:00.0,2015,11,14,Wednesday,6.5
00:00.0,2015,11,15,Wednesday,8
00:00.0,2015,11,16,Wednesday,0.330000013
00:00.0,2015,11,17,Wednesday,4.099999905
00:00.0,2015,11,18,Wednesday,7.300000191
00:00.0,2015,11,19,Wednesday,4
00:00.0,2015,11,20,Wednesday,6.099999905
00:00.0,2015,11,21,Wednesday,0
00:00.0,2015,11,22,Wednesday,0
00:00.0,2015,11,23,Wednesday,0
00:00.0,2015,11,0,Thursday,0
00:00.0,2015,11,1,Thursday,0
00:00.0,2015,11,2,Thursday,0
00:00.0,2015,11,3,Thursday,0
00:00.0,2015,11,4,Thursday,0
00:00.0,2015,11,5,Thursday,0
00:00.0,2015,11,6,Thursday,0
00:00.0,2015,11,7,Thursday,0
00:00.0,2015,11,8,Thursday,1
00:00.0,2015,11,9,Thursday,5
00:00.0,2015,11,10,Thursday,8.200000003
00:00.0,2015,11,11,Thursday,3
00:00.0,2015,11,12,Thursday,1
00:00.0,2015,11,13,Thursday,0.330000013
00:00.0,2015,11,14,Thursday,5
00:00.0,2015,11,15,Thursday,3.5
00:00.0,2015,11,16,Thursday,8.400000006
00:00.0,2015,11,17,Thursday,6.730000108
00:00.0,2015,11,18,Thursday,3
00:00.0,2015,11,19,Thursday,5.330000013
00:00.0,2015,11,20,Thursday,5
00:00.0,2015,11,21,Thursday,0
00:00.0,2015,11,22,Thursday,0
00:00.0,2015,11,23,Thursday,0
00:00.0,2015,11,0,Friday,0
00:00.0,2015,11,1,Friday,0
00:00.0,2015,11,2,Friday,0
00:00.0,2015,11,3,Friday,0
00:00.0,2015,11,4,Friday,0
00:00.0,2015,11,5,Friday,0
00:00.0,2015,11,6,Friday,0
00:00.0,2015,11,7,Friday,0
00:00.0,2015,11,8,Friday,8
00:00.0,2015,11,9,Friday,7.330000013
00:00.0,2015,11,10,Friday,6.330000013
00:00.0,2015,11,11,Friday,3
00:00.0,2015,11,12,Friday,0
00:00.0,2015,11,13,Friday,0
00:00.0,2015,11,14,Friday,0.330000013
00:00.0,2015,11,15,Friday,2.730000019
00:00.0,2015,11,16,Friday,5.200000003
00:00.0,2015,11,17,Friday,6
00:00.0,2015,11,18,Friday,3
00:00.0,2015,11,19,Friday,4.599999905
00:00.0,2015,11,20,Friday,6
00:00.0,2015,11,21,Friday,1.200000003
00:00.0,2015,11,22,Friday,0
00:00.0,2015,11,23,Friday,0
00:00.0,2015,11,0,Saturday,0
00:00.0,2015,11,1,Saturday,0
00:00.0,2015,11,2,Saturday,0
00:00.0,2015,11,3,Saturday,0
00:00.0,2015,11,4,Saturday,0
00:00.0,2015,11,5,Saturday,0
00:00.0,2015,11,6,Saturday,0
00:00.0,2015,11,7,Saturday,0.400000006
00:00.0,2015,11,8,Saturday,8
00:00.0,2015,11,9,Saturday,13.33000004
00:00.0,2015,11,10,Saturday,16
00:00.0,2015,11,11,Saturday,1
00:00.0,2015,11,12,Saturday,5
00:00.0,2015,11,13,Saturday,14
00:00.0,2015,11,14,Saturday,3.399999976
00:00.0,2015,11,15,Saturday,2
00:00.0,2015,11,16,Saturday,3
00:00.0,2015,11,17,Saturday,3.299999952
00:00.0,2015,11,18,Saturday,8.540000007
00:00.0,2015,11,19,Saturday,1.340000004
00:00.0,2015,11,20,Saturday,1.399999976
00:00.0,2015,11,21,Saturday,0
00:00.0,2015,11,22,Saturday,0
00:00.0,2015,11,23,Saturday,0
00:00.0,2015,11,0,Sunday,0
00:00.0,2015,11,1,Sunday,0
00:00.0,2015,11,2,Sunday,0
00:00.0,2015,11,3,Sunday,0
00:00.0,2015,11,4,Sunday,0
00:00.0,2015,11,5,Sunday,0
00:00.0,2015,11,6,Sunday,0
00:00.0,2015,11,7,Sunday,0
00:00.0,2015,11,8,Sunday,1
00:00.0,2015,11,9,Sunday,1
00:00.0,2015,11,10,Sunday,2.098999999
00:00.0,2015,11,11,Sunday,15
00:00.0,2015,11,12,Sunday,8.900000006
00:00.0,2015,11,13,Sunday,6.5
00:00.0,2015,11,14,Sunday,0
00:00.0,2015,11,15,Sunday,11.2
00:00.0,2015,11,16,Sunday,2
00:00.0,2015,11,17,Sunday,2.540000081
00:00.0,2015,11,18,Sunday,2
00:00.0,2015,11,19,Sunday,5
00:00.0,2015,11,20,Sunday,3
00:00.0,2015,11,21,Sunday,0
00:00.0,2015,11,22,Sunday,0
00:00.0,2015,11,23,Sunday,0
00:00.0,2015,11,0,Monday,0
00:00.0,2015,11,1,Monday,0
00:00.0,2015,11,2,Monday,0
00:00.0,2015,11,3,Monday,0
00:00.0,2015,11,4,Monday,0
00:00.0,2015,11,5,Monday,0
00:00.0,2015,11,6,Monday,0
00:00.0,2015,11,7,Monday,0
00:00.0,2015,11,8,Monday,1.999999955
00:00.0,2015,11,9,Monday,4
00:00.0,2015,11,10,Monday,8
00:00.0,2015,11,11,Monday,0
00:00.0,2015,11,12,Monday,3
00:00.0,2015,11,13,Monday,9
00:00.0,2015,11,14,Monday,10.19999981
00:00.0,2015,11,15,Monday,2
00:00.0,2015,11,16,Monday,13
00:00.0,2015,11,17,Monday,2.5
00:00.0,2015,11,18,Monday,5
00:00.0,2015,11,19,Monday,10
00:00.0,2015,11,20,Monday,13
00:00.0,2015,11,21,Monday,2
00:00.0,2015,11,22,Monday,0
00:00.0,2015,11,23,Monday,0
00:00.0,2015,11,0,Tuesday,0
00:00.0,2015,11,1,Tuesday,0
00:00.0,2015,11,2,Tuesday,0
00:00.0,2015,11,3,Tuesday,0
00:00.0,2015,11,4,Tuesday,0
00:00.0,2015,11,5,Tuesday,0
00:00.0,2015,11,6,Tuesday,0
00:00.0,2015,11,7,Tuesday,0
00:00.0,2015,11,8,Tuesday,5
00:00.0,2015,11,9,Tuesday,5
00:00.0,2015,11,10,Tuesday,8
00:00.0,2015,11,11,Tuesday,6
00:00.0,2015,11,12,Tuesday,1
00:00.0,2015,11,13,Tuesday,1
00:00.0,2015,11,14,Tuesday,10
00:00.0,2015,11,15,Tuesday,5
00:00.0,2015,11,16,Tuesday,1.299999952
00:00.0,2015,11,17,Tuesday,2.25
00:00.0,2015,11,18,Tuesday,3.330000013
00:00.0,2015,11,19,Tuesday,7
00:00.0,2015,11,20,Tuesday,1
00:00.0,2015,11,21,Tuesday,2.650000006
00:00.0,2015,11,22,Tuesday,0
00:00.0,2015,11,23,Tuesday,0
00:00.0,2015,11,0,Wednesday,0
00:00.0,2015,11,1,Wednesday,0
00:00.0,2015,11,2,Wednesday,0
00:00.0,2015,11,3,Wednesday,0
00:00.0,2015,11,4,Wednesday,0
00:00.0,2015,11,5,Wednesday,0
00:00.0,2015,11,6,Wednesday,0
00:00.0,2015,11,7,Wednesday,0
00:00.0,2015,11,8,Wednesday,4
00:00.0,2015,11,9,Wednesday,1
00:00.0,2015,11,10,Wednesday,10.53000002
00:00.0,2015,11,11,Wednesday,4
00:00.0,2015,11,12,Wednesday,2
00:00.0,2015,11,13,Wednesday,4
00:00.0,2015,11,14,Wednesday,1
00:00.0,2015,11,15,Wednesday,9
00:00.0,2015,11,16,Wednesday,5
00:00.0,2015,11,17,Wednesday,4.330000013
00:00.0,2015,11,18,Wednesday,7.670000017
00:00.0,2015,11,19,Wednesday,1.330000013
00:00.0,2015,11,20,Wednesday,6
00:00.0,2015,11,21,Wednesday,0.330000013
00:00.0,2015,11,22,Wednesday,0
00:00.0,2015,11,23,Wednesday,0
00:00.0,2015,11,0,Thursday,0
00:00.0,2015,11,1,Thursday,0
00:00.0,2015,11,2,Thursday,0
00:00.0,2015,11,3,Thursday,0
00:00.0,2015,11,4,Thursday,0
00:00.0,2015,11,5,Thursday,0
00:00.0,2015,11,6,Thursday,0
00:00.0,2015,11,7,Thursday,0
00:00.0,2015,11,8,Thursday,1
00:00.0,2015,11,9,Thursday,1
00:00.0,2015,11,10,Thursday,3
00:00.0,2015,11,11,Thursday,6
00:00.0,2015,11,12,Thursday,4
00:00.0,2015,11,13,Thursday,1.330000013
00:00.0,2015,11,14,Thursday,3.340000004
00:00.0,2015,11,15,Thursday,1
00:00.0,2015,11,16,Thursday,5
00:00.0,2015,11,17,Thursday,1
00:00.0,2015,11,18,Thursday,6
00:00.0,2015,11,19,Thursday,5.599999905
00:00.0,2015,11,20,Thursday,5.705000043
00:00.0,2015,11,21,Thursday,0.330000013
00:00.0,2015,11,22,Thursday,0
00:00.0,2015,11,23,Thursday,0
00:00.0,2015,11,0,Friday,0
00:00.0,2015,11,1,Friday,0
00:00.0,2015,11,2,Friday,0
00:00.0,2015,11,3,Friday,0
00:00.0,2015,11,4,Friday,0
00:00.0,2015,11,5,Friday,0
00:00.0,2015,11,6,Friday,0
00:00.0,2015,11,7,Friday,0.340000004
00:00.0,2015,11,8,Friday,1
00:00.0,2015,11,9,Friday,1
00:00.0,2015,11,10,Friday,0
00:00.0,2015,11,11,Friday,2.399999976
00:00.0,2015,11,12,Friday,0
00:00.0,2015,11,13,Friday,1
00:00.0,2015,11,14,Friday,3.340000004
00:00.0,2015,11,15,Friday,7
00:00.0,2015,11,16,Friday,1.399999976
00:00.0,2015,11,17,Friday,7.032999992
00:00.0,2015,11,18,Friday,1.330000013
00:00.0,2015,11,19,Friday,0
00:00.0,2015,11,20,Friday,5
00:00.0,2015,11,21,Friday,4
00:00.0,2015,11,22,Friday,0
00:00.0,2015,11,23,Friday,0
00:00.0,2015,11,0,Saturday,0
00:00.0,2015,11,1,Saturday,0
00:00.0,2015,11,2,Saturday,0
00:00.0,2015,11,3,Saturday,0
00:00.0,2015,11,4,Saturday,0
00:00.0,2015,11,5,Saturday,0
00:00.0,2015,11,6,Saturday,0
00:00.0,2015,11,7,Saturday,0
00:00.0,2015,11,8,Saturday,1
00:00.0,2015,11,9,Saturday,4
00:00.0,2015,11,10,Saturday,6
00:00.0,2015,11,11,Saturday,2
00:00.0,2015,11,12,Saturday,2
00:00.0,2015,11,13,Saturday,5.330000013
00:00.0,2015,11,14,Saturday,1
00:00.0,2015,11,15,Saturday,3
00:00.0,2015,11,16,Saturday,5
00:00.0,2015,11,17,Saturday,12.32999992
00:00.0,2015,11,18,Saturday,0.200000003
00:00.0,2015,11,19,Saturday,7.705000013
00:00.0,2015,11,20,Saturday,25.25
00:00.0,2015,11,21,Saturday,0
00:00.0,2015,11,22,Saturday,0
00:00.0,2015,11,23,Saturday,0
00:00.0,2015,11,0,Sunday,0
00:00.0,2015,11,1,Sunday,0
00:00.0,2015,11,2,Sunday,0
00:00.0,2015,11,3,Sunday,0
00:00.0,2015,11,4,Sunday,0
00:00.0,2015,11,5,Sunday,0
00:00.0,2015,11,6,Sunday,0
00:00.0,2015,11,7,Sunday,0
00:00.0,2015,11,8,Sunday,0
00:00.0,2015,11,9,Sunday,1
00:00.0,2015,11,10,Sunday,19.93000004
00:00.0,2015,11,11,Sunday,1
00:00.0,2015,11,12,Sunday,6.530000061
00:00.0,2015,11,13,Sunday,5.730000019
00:00.0,2015,11,14,Sunday,0
00:00.0,2015,11,15,Sunday,6.330000013
00:00.0,2015,11,16,Sunday,5
00:00.0,2015,11,17,Sunday,7
00:00.0,2015,11,18,Sunday,9
00:00.0,2015,11,19,Sunday,1.066
00:00.0,2015,11,20,Sunday,1
00:00.0,2015,11,21,Sunday,0
00:00.0,2015,11,22,Sunday,0
00:00.0,2015,11,23,Sunday,0
00:00.0,2015,11,0,Monday,0
00:00.0,2015,11,1,Monday,0
00:00.0,2015,11,2,Monday,0
00:00.0,2015,11,3,Monday,0
00:00.0,2015,11,4,Monday,0
00:00.0,2015,11,5,Monday,0
00:00.0,2015,11,6,Monday,0
00:00.0,2015,11,7,Monday,0
00:00.0,2015,11,8,Monday,2
00:00.0,2015,11,9,Monday,4
00:00.0,2015,11,10,Monday,2
00:00.0,2015,11,11,Monday,3.330000013
00:00.0,2015,11,12,Monday,3
00:00.0,2015,11,13,Monday,6
00:00.0,2015,11,14,Monday,3
00:00.0,2015,11,15,Monday,1
00:00.0,2015,11,16,Monday,1.300000012
00:00.0,2015,11,17,Monday,0
00:00.0,2015,11,18,Monday,9.660000026
00:00.0,2015,11,19,Monday,15.16500001
00:00.0,2015,11,20,Monday,7
00:00.0,2015,11,21,Monday,7
00:00.0,2015,11,22,Monday,0
00:00.0,2015,11,23,Monday,0
00:00.0,2015,12,0,Tuesday,0
00:00.0,2015,12,1,Tuesday,0
00:00.0,2015,12,2,Tuesday,0
00:00.0,2015,12,3,Tuesday,0
00:00.0,2015,12,4,Tuesday,0
00:00.0,2015,12,5,Tuesday,0
00:00.0,2015,12,6,Tuesday,0
00:00.0,2015,12,7,Tuesday,0
00:00.0,2015,12,8,Tuesday,3.899999976
00:00.0,2015,12,9,Tuesday,0
00:00.0,2015,12,10,Tuesday,4.660000026
00:00.0,2015,12,11,Tuesday,5
00:00.0,2015,12,12,Tuesday,2
00:00.0,2015,12,13,Tuesday,1.330000013
00:00.0,2015,12,14,Tuesday,5
00:00.0,2015,12,15,Tuesday,3
00:00.0,2015,12,16,Tuesday,6.330000013
00:00.0,2015,12,17,Tuesday,0
00:00.0,2015,12,18,Tuesday,8.299999952
00:00.0,2015,12,19,Tuesday,4.330000013
00:00.0,2015,12,20,Tuesday,0.330000013
00:00.0,2015,12,21,Tuesday,1.033
00:00.0,2015,12,22,Tuesday,0
00:00.0,2015,12,23,Tuesday,0
00:00.0,2015,12,0,Wednesday,0
00:00.0,2015,12,1,Wednesday,0
00:00.0,2015,12,2,Wednesday,0
00:00.0,2015,12,3,Wednesday,0
00:00.0,2015,12,4,Wednesday,0
00:00.0,2015,12,5,Wednesday,0
00:00.0,2015,12,6,Wednesday,0
00:00.0,2015,12,7,Wednesday,0
00:00.0,2015,12,8,Wednesday,2
00:00.0,2015,12,9,Wednesday,0
00:00.0,2015,12,10,Wednesday,6
00:00.0,2015,12,11,Wednesday,9
00:00.0,2015,12,12,Wednesday,20.5999999
00:00.0,2015,12,13,Wednesday,5
00:00.0,2015,12,14,Wednesday,3.399999976
00:00.0,2015,12,15,Wednesday,9
00:00.0,2015,12,16,Wednesday,5
00:00.0,2015,12,17,Wednesday,5
00:00.0,2015,12,18,Wednesday,0
00:00.0,2015,12,19,Wednesday,4.330000043
00:00.0,2015,12,20,Wednesday,1
00:00.0,2015,12,21,Wednesday,5.400000095
00:00.0,2015,12,22,Wednesday,0
00:00.0,2015,12,23,Wednesday,0
00:00.0,2015,12,0,Thursday,0
00:00.0,2015,12,1,Thursday,0
00:00.0,2015,12,2,Thursday,0
00:00.0,2015,12,3,Thursday,0
00:00.0,2015,12,4,Thursday,0
00:00.0,2015,12,5,Thursday,0
00:00.0,2015,12,6,Thursday,0
00:00.0,2015,12,7,Thursday,0
00:00.0,2015,12,8,Thursday,1
00:00.0,2015,12,9,Thursday,0
00:00.0,2015,12,10,Thursday,1
00:00.0,2015,12,11,Thursday,3
00:00.0,2015,12,12,Thursday,4
00:00.0,2015,12,13,Thursday,5
00:00.0,2015,12,14,Thursday,24
00:00.0,2015,12,15,Thursday,1
00:00.0,2015,12,16,Thursday,0
00:00.0,2015,12,17,Thursday,0
00:00.0,2015,12,18,Thursday,2
00:00.0,2015,12,19,Thursday,20
00:00.0,2015,12,20,Thursday,7
00:00.0,2015,12,21,Thursday,9.600000024
00:00.0,2015,12,22,Thursday,0
00:00.0,2015,12,23,Thursday,0
00:00.0,2015,12,0,Friday,0
00:00.0,2015,12,1,Friday,0
00:00.0,2015,12,2,Friday,0
00:00.0,2015,12,3,Friday,0
00:00.0,2015,12,4,Friday,0
00:00.0,2015,12,5,Friday,0
00:00.0,2015,12,6,Friday,0
00:00.0,2015,12,7,Friday,1
00:00.0,2015,12,8,Friday,2
00:00.0,2015,12,9,Friday,3
00:00.0,2015,12,10,Friday,3.330000013
00:00.0,2015,12,11,Friday,4
00:00.0,2015,12,12,Friday,1.399999976
00:00.0,2015,12,13,Friday,7.660000026
00:00.0,2015,12,14,Friday,2
00:00.0,2015,12,15,Friday,14.69999999
00:00.0,2015,12,16,Friday,3
00:00.0,2015,12,17,Friday,4.098999999
00:00.0,2015,12,18,Friday,2.200000048
00:00.0,2015,12,19,Friday,1
00:00.0,2015,12,20,Friday,3
00:00.0,2015,12,21,Friday,2
00:00.0,2015,12,22,Friday,0
00:00.0,2015,12,23,Friday,0
00:00.0,2015,12,0,Saturday,0
00:00.0,2015,12,1,Saturday,0
00:00.0,2015,12,2,Saturday,0
00:00.0,2015,12,3,Saturday,0
00:00.0,2015,12,4,Saturday,0
00:00.0,2015,12,5,Saturday,0
00:00.0,2015,12,6,Saturday,0
00:00.0,2015,12,7,Saturday,0
00:00.0,2015,12,8,Saturday,3
00:00.0,2015,12,9,Saturday,9
00:00.0,2015,12,10,Saturday,3.400000095
00:00.0,2015,12,11,Saturday,4
00:00.0,2015,12,12,Saturday,3
00:00.0,2015,12,13,Saturday,1.330000013
00:00.0,2015,12,14,Saturday,2
00:00.0,2015,12,15,Saturday,3
00:00.0,2015,12,16,Saturday,6.032999992
00:00.0,2015,12,17,Saturday,5.199999809
00:00.0,2015,12,18,Saturday,0
00:00.0,2015,12,19,Saturday,15.44999981
00:00.0,2015,12,20,Saturday,4
00:00.0,2015,12,21,Saturday,0
00:00.0,2015,12,22,Saturday,0
00:00.0,2015,12,23,Saturday,0
00:00.0,2015,12,0,Sunday,0
00:00.0,2015,12,1,Sunday,0
00:00.0,2015,12,2,Sunday,0
00:00.0,2015,12,3,Sunday,0
00:00.0,2015,12,4,Sunday,0
00:00.0,2015,12,5,Sunday,0
00:00.0,2015,12,6,Sunday,0
00:00.0,2015,12,7,Sunday,0
00:00.0,2015,12,8,Sunday,3
00:00.0,2015,12,9,Sunday,14
00:00.0,2015,12,10,Sunday,6.340000004
00:00.0,2015,12,11,Sunday,5.730000019
00:00.0,2015,12,12,Sunday,2
00:00.0,2015,12,13,Sunday,6.659999967
00:00.0,2015,12,14,Sunday,5
00:00.0,2015,12,15,Sunday,11
00:00.0,2015,12,16,Sunday,14.44000003
00:00.0,2015,12,17,Sunday,1
00:00.0,2015,12,18,Sunday,3
00:00.0,2015,12,19,Sunday,13.30000001
00:00.0,2015,12,20,Sunday,2
00:00.0,2015,12,21,Sunday,0
00:00.0,2015,12,22,Sunday,0
00:00.0,2015,12,23,Sunday,0
00:00.0,2015,12,0,Monday,0
00:00.0,2015,12,1,Monday,0
00:00.0,2015,12,2,Monday,0
00:00.0,2015,12,3,Monday,0
00:00.0,2015,12,4,Monday,0
00:00.0,2015,12,5,Monday,0
00:00.0,2015,12,6,Monday,0
00:00.0,2015,12,7,Monday,1
00:00.0,2015,12,8,Monday,2
00:00.0,2015,12,9,Monday,0
00:00.0,2015,12,10,Monday,7
00:00.0,2015,12,11,Monday,0
00:00.0,2015,12,12,Monday,0
00:00.0,2015,12,13,Monday,9
00:00.0,2015,12,14,Monday,3.600000024
00:00.0,2015,12,15,Monday,1
00:00.0,2015,12,16,Monday,5
00:00.0,2015,12,17,Monday,7.400000006
00:00.0,2015,12,18,Monday,3.200000003
00:00.0,2015,12,19,Monday,9
00:00.0,2015,12,20,Monday,1.598999999
00:00.0,2015,12,21,Monday,8
00:00.0,2015,12,22,Monday,0
00:00.0,2015,12,23,Monday,0
00:00.0,2015,12,0,Tuesday,0
00:00.0,2015,12,1,Tuesday,0
00:00.0,2015,12,2,Tuesday,0
00:00.0,2015,12,3,Tuesday,0
00:00.0,2015,12,4,Tuesday,0
00:00.0,2015,12,5,Tuesday,0
00:00.0,2015,12,6,Tuesday,0
00:00.0,2015,12,7,Tuesday,0
00:00.0,2015,12,8,Tuesday,10.30000019
00:00.0,2015,12,9,Tuesday,1.399999976
00:00.0,2015,12,10,Tuesday,2
00:00.0,2015,12,11,Tuesday,7
00:00.0,2015,12,12,Tuesday,1
00:00.0,2015,12,13,Tuesday,7
00:00.0,2015,12,14,Tuesday,5
00:00.0,2015,12,15,Tuesday,0
00:00.0,2015,12,16,Tuesday,6
00:00.0,2015,12,17,Tuesday,5
00:00.0,2015,12,18,Tuesday,1
00:00.0,2015,12,19,Tuesday,5.625
00:00.0,2015,12,20,Tuesday,1.340000033
00:00.0,2015,12,21,Tuesday,7
00:00.0,2015,12,22,Tuesday,0
00:00.0,2015,12,23,Tuesday,0
00:00.0,2015,12,0,Wednesday,0
00:00.0,2015,12,1,Wednesday,0
00:00.0,2015,12,2,Wednesday,0
00:00.0,2015,12,3,Wednesday,0
00:00.0,2015,12,4,Wednesday,0
00:00.0,2015,12,5,Wednesday,0
00:00.0,2015,12,6,Wednesday,0
00:00.0,2015,12,7,Wednesday,0
00:00.0,2015,12,8,Wednesday,0.299000002
00:00.0,2015,12,9,Wednesday,1
00:00.0,2015,12,10,Wednesday,4.400000006
00:00.0,2015,12,11,Wednesday,5.033
00:00.0,2015,12,12,Wednesday,7.340000033
00:00.0,2015,12,13,Wednesday,0.061999999
00:00.0,2015,12,14,Wednesday,11
00:00.0,2015,12,15,Wednesday,4
00:00.0,2015,12,16,Wednesday,1
00:00.0,2015,12,17,Wednesday,6
00:00.0,2015,12,18,Wednesday,9
00:00.0,2015,12,19,Wednesday,9.340000033
00:00.0,2015,12,20,Wednesday,16.60000038
00:00.0,2015,12,21,Wednesday,0
00:00.0,2015,12,22,Wednesday,0
00:00.0,2015,12,23,Wednesday,0
00:00.0,2015,12,0,Thursday,0
00:00.0,2015,12,1,Thursday,0
00:00.0,2015,12,2,Thursday,0
00:00.0,2015,12,3,Thursday,0
00:00.0,2015,12,4,Thursday,0
00:00.0,2015,12,5,Thursday,0
00:00.0,2015,12,6,Thursday,0
00:00.0,2015,12,7,Thursday,1
00:00.0,2015,12,8,Thursday,7
00:00.0,2015,12,9,Thursday,2
00:00.0,2015,12,10,Thursday,8.330000013
00:00.0,2015,12,11,Thursday,3.350000024
00:00.0,2015,12,12,Thursday,16
00:00.0,2015,12,13,Thursday,4
00:00.0,2015,12,14,Thursday,2
00:00.0,2015,12,15,Thursday,5
00:00.0,2015,12,16,Thursday,6
00:00.0,2015,12,17,Thursday,8
00:00.0,2015,12,18,Thursday,12.73999965
00:00.0,2015,12,19,Thursday,7.329999924
00:00.0,2015,12,20,Thursday,5.100000001
00:00.0,2015,12,21,Thursday,2.5
00:00.0,2015,12,22,Thursday,0
00:00.0,2015,12,23,Thursday,0
00:00.0,2015,12,0,Friday,0
00:00.0,2015,12,1,Friday,0
00:00.0,2015,12,2,Friday,0
00:00.0,2015,12,3,Friday,0
00:00.0,2015,12,4,Friday,0
00:00.0,2015,12,5,Friday,0
00:00.0,2015,12,6,Friday,0
00:00.0,2015,12,7,Friday,0
00:00.0,2015,12,8,Friday,6
00:00.0,2015,12,9,Friday,6.659999967
00:00.0,2015,12,10,Friday,9.399999976
00:00.0,2015,12,11,Friday,2.140000045
00:00.0,2015,12,12,Friday,5
00:00.0,2015,12,13,Friday,9.098999999
00:00.0,2015,12,14,Friday,2
00:00.0,2015,12,15,Friday,4
00:00.0,2015,12,16,Friday,3
00:00.0,2015,12,17,Friday,8.5
00:00.0,2015,12,18,Friday,2.5
00:00.0,2015,12,19,Friday,3.065999985
00:00.0,2015,12,20,Friday,2.340000004
00:00.0,2015,12,21,Friday,0
00:00.0,2015,12,22,Friday,0
00:00.0,2015,12,23,Friday,0
00:00.0,2015,12,0,Saturday,0
00:00.0,2015,12,1,Saturday,0
00:00.0,2015,12,2,Saturday,0
00:00.0,2015,12,3,Saturday,0
00:00.0,2015,12,4,Saturday,0
00:00.0,2015,12,5,Saturday,0
00:00.0,2015,12,6,Saturday,0
00:00.0,2015,12,7,Saturday,0
00:00.0,2015,12,8,Saturday,0
00:00.0,2015,12,9,Saturday,0
00:00.0,2015,12,10,Saturday,8
00:00.0,2015,12,11,Saturday,5.399999812
00:00.0,2015,12,12,Saturday,4.340000033
00:00.0,2015,12,13,Saturday,8
00:00.0,2015,12,14,Saturday,12
00:00.0,2015,12,15,Saturday,4
00:00.0,2015,12,16,Saturday,3
00:00.0,2015,12,17,Saturday,4
00:00.0,2015,12,18,Saturday,10
00:00.0,2015,12,19,Saturday,1
00:00.0,2015,12,20,Saturday,9
00:00.0,2015,12,21,Saturday,0
00:00.0,2015,12,22,Saturday,0
00:00.0,2015,12,23,Saturday,0
00:00.0,2015,12,0,Sunday,0
00:00.0,2015,12,1,Sunday,0
00:00.0,2015,12,2,Sunday,0
00:00.0,2015,12,3,Sunday,0
00:00.0,2015,12,4,Sunday,0
00:00.0,2015,12,5,Sunday,0
00:00.0,2015,12,6,Sunday,0
00:00.0,2015,12,7,Sunday,0
00:00.0,2015,12,8,Sunday,0
00:00.0,2015,12,9,Sunday,0
00:00.0,2015,12,10,Sunday,18
00:00.0,2015,12,11,Sunday,14
00:00.0,2015,12,12,Sunday,12
00:00.0,2015,12,13,Sunday,3.330000013
00:00.0,2015,12,14,Sunday,2
00:00.0,2015,12,15,Sunday,8.330000043
00:00.0,2015,12,16,Sunday,3
00:00.0,2015,12,17,Sunday,7
00:00.0,2015,12,18,Sunday,8.330000013
