sale_date,Year,Month,Weekday_Name,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,total_sales
20-10-2014,2014,10,Monday,3.339999914,5.659999847,7.300000191,35.40000153,25,2,0,1,79.70000148
21-10-2014,2014,10,Tuesday,2.339999914,4.340000153,6.400000095,14.30000019,11,0,20,1,59.38000035
22-10-2014,2014,10,Wednesday,3.329999924,2,2.599999905,20.89999962,7,0,2,1,38.82999945
23-10-2014,2014,10,Thursday,1.340000033,4.329999924,0,32.20000076,7,1,0,0,45.87000072
24-10-2014,2014,10,Friday,3.670000076,2.670000076,6.300000191,49.40000153,18,0,5,1,86.04000187
25-10-2014,2014,10,Saturday,2.329999924,5.139999866,1,31,21,0,2,5,67.46999979
26-10-2014,2014,10,Sunday,3.339999914,1,1.600000024,30.39999962,6,0,1,1,44.33999956
27-10-2014,2014,10,Monday,8.340000153,4.550000191,4,25.29999924,17,1,3,0,63.18999958
28-10-2014,2014,10,Tuesday,4,3.480000019,10,40.40000153,23,0,0,2,82.88000154
29-10-2014,2014,10,Wednesday,5,1,6.599999905,41,20,2,27,1,103.5999999
30-10-2014,2014,10,Thursday,0,1,5,20.29999924,11,1,2,0,40.29999924
31-10-2014,2014,10,Friday,2,2.450000048,4,31,16,0,0,2,57.45000005
01-11-2014,2014,11,Saturday,2.329999924,2.339999914,3.5,43.79999924,22,0,7,1,81.96999907
02-11-2014,2014,11,Sunday,4,0,1,2,3.5,0,0,1,11.5
03-11-2014,2014,11,Monday,7,4.329999924,1,27.79999924,19,0,5,1,65.12999916
04-11-2014,2014,11,Tuesday,6.329999924,1,5.199999809,26.5,15,0,0,1,55.02999973
05-11-2014,2014,11,Wednesday,0,1.679999948,4,27,19,3,1,0,55.67999995
06-11-2014,2014,11,Thursday,6,2.339999914,5.199999809,23.39999962,23,1,0,0,60.93999934
07-11-2014,2014,11,Friday,6,10.34000015,5.5,15.80000019,32,1,0,1,71.64000034
08-11-2014,2014,11,Saturday,12,7.019999981,6,34.40000153,24,0,17,2.200000048,102.6200016
09-11-2014,2014,11,Sunday,3.339999914,4.340000153,2.900000095,23,20,0,2,1,56.58000016
10-11-2014,2014,11,Monday,1,5.320000172,3.299999952,24.29999924,13,0,7,1,54.91999936
11-11-2014,2014,11,Tuesday,8,4,2,23,18,0,8,2,65
12-11-2014,2014,11,Wednesday,3,5,4,25,16,0,3,0,56
13-11-2014,2014,11,Thursday,8,2,5,33.20000076,10,0,0,2.200000048,60.40000081
14-11-2014,2014,11,Friday,5.340000153,0,6,29.39999962,20,1,2,3,66.73999977
15-11-2014,2014,11,Saturday,4.329999924,5.340000153,5,23.60000038,20,2,2,2,64.27000046
16-11-2014,2014,11,Sunday,2,2.680000067,6,18.60000038,13,1,0,0,43.28000045
17-11-2014,2014,11,Monday,9,5.010000229,5.5,23,23,1,10,0.200000003,76.71000023
18-11-2014,2014,11,Tuesday,2.670000076,2,5,19.29999924,10.5,1,0,1,41.46999931
19-11-2014,2014,11,Wednesday,1.340000033,3.670000076,10,32,17,0,10,4,78.01000011
20-11-2014,2014,11,Thursday,4,7,5,18.79999924,13,0,8,0,55.79999924
21-11-2014,2014,11,Friday,1.340000033,1.340000033,3,22.39999962,16,0,2,1,47.07999969
22-11-2014,2014,11,Saturday,6,2.339999914,3,23.70000076,15,1,8,1.399999976,60.44000065
23-11-2014,2014,11,Sunday,4,3.680000067,6,22.29999924,11,0,0,1.100000024,48.07999933
24-11-2014,2014,11,Monday,4,3,6,30.60000038,19,1,1,2.099999905,66.70000029
25-11-2014,2014,11,Tuesday,5.360000134,1.679999948,2,19.20000076,18,0,2,3,51.24000084
26-11-2014,2014,11,Wednesday,3,5,6,21,13,3,11,2,64
27-11-2014,2014,11,Thursday,7,3.670000076,2.299999952,21.20000076,9,1,4,3,51.17000079
28-11-2014,2014,11,Friday,3.019999981,1.399999976,15,15.89999962,12,1,2,1,51.31999958
29-11-2014,2014,11,Saturday,3,2.00999999,3.299999952,31,16,0,0,5,60.30999994
30-11-2014,2014,11,Sunday,5.679999828,1.330000043,5,22.60000038,9,1,0,2,46.61000025
01-12-2014,2014,12,Monday,4.340000153,4.010000229,0,36.40000153,19,0,2,2,67.75000191
02-12-2014,2014,12,Tuesday,6.989999771,4.329999924,3.700000048,7.800000191,26,0,4,1,53.81999993
03-12-2014,2014,12,Wednesday,4,3.329999924,5,16.60000038,23,2,13,3.200000048,70.13000035
04-12-2014,2014,12,Thursday,3,4.340000153,3.599999905,28.70000076,16,1,1,0,57.64000082
05-12-2014,2014,12,Friday,2.019999981,5.679999828,1,28.10000038,15,1,1,2.200000048,56.00000024
06-12-2014,2014,12,Saturday,3.339999914,3.680000067,1,12.39999962,9,0,7,1,37.4199996
07-12-2014,2014,12,Sunday,5,4.910999775,4,45.70000076,6,0,12,0,77.61100054
08-12-2014,2014,12,Monday,1,3.329999924,2,20.29999924,9,0,0,0,35.62999916
09-12-2014,2014,12,Tuesday,1,2.339999914,7,27.28000069,12,1,0,2,52.6200006
10-12-2014,2014,12,Wednesday,3.339999914,3,2,51.20000076,28,3,6,0,96.54000068
11-12-2014,2014,12,Thursday,2.339999914,5.329999924,7,16.29999924,21,2,0,0,53.96999907
12-12-2014,2014,12,Friday,6.340000153,2.339999914,5.599999905,41.40000153,18,0,2,0,75.6800015
13-12-2014,2014,12,Saturday,1,3.339999914,2.400000095,25.10000038,11,1,7,0,50.84000039
14-12-2014,2014,12,Sunday,10,2.339999914,4.400000095,40,10,0,6,1,73.74000001
15-12-2014,2014,12,Monday,5.340000153,4.019999981,7.639999866,42.20000076,14,1,9,1,84.20000076
16-12-2014,2014,12,Tuesday,6.340000153,1.340000033,6.199999809,23,23,3,4,1,67.88
17-12-2014,2014,12,Wednesday,3,3.670000076,3.5,28,17,2,8,0,65.17000008
18-12-2014,2014,12,Thursday,5,3.670000076,3,26.60000038,9,0,0,0,47.27000046
19-12-2014,2014,12,Friday,0,0,0,0,0,0,0,0,0
20-12-2014,2014,12,Saturday,1,3.660000086,2,31.29999924,9,0,0,3,49.95999932
21-12-2014,2014,12,Sunday,4.329999924,4.329999924,2,52.5,6,0,10,1,80.15999985
22-12-2014,2014,12,Monday,3.339999914,4.679999828,2.28399992,19.60000038,43,1,13,4,90.90400004
23-12-2014,2014,12,Tuesday,10.5,3,4.599999905,40.40000153,13,2,15,0,88.50000143
24-12-2014,2014,12,Wednesday,1,3,1,41.59999847,16,0,2,2,66.59999847
25-12-2014,2014,12,Thursday,8.340000153,2,9.5,31,16,0,2,2,70.84000015
26-12-2014,2014,12,Friday,3.329999924,4.010000229,3,30.70000076,25,1,0,0,67.04000092
27-12-2014,2014,12,Saturday,7.329999924,5.340000153,4.400000095,39,26,0,9,3,94.07000017
28-12-2014,2014,12,Sunday,2.339999914,10.76000023,3,80.40000153,15,0,13,1,125.5000017
29-12-2014,2014,12,Monday,2.329999924,3.660000086,4,40,5,1,2,0,57.99000001
30-12-2014,2014,12,Tuesday,9,5.630000114,3.799999952,51,18,0,5,2,94.43000007
31-12-2014,2014,12,Wednesday,5.670000076,6.329999924,2.5,41.08000183,14,3,10,1,83.58000183
01-01-2015,2015,1,Thursday,0,0,0,0,0,0,0,0,0
02-01-2015,2015,1,Friday,6,5.329999924,4.900000095,50.79999924,13,0,0,2,82.02999926
03-01-2015,2015,1,Saturday,9,4.670000076,6,57.24000168,11,3,0,4,94.91000175
04-01-2015,2015,1,Sunday,4.679999828,8.920000076,3.5,60.09999847,4,0,2,1,84.19999838
05-01-2015,2015,1,Monday,2.339999914,3.319999933,1,33.59999847,14,0,16,3,73.25999832
06-01-2015,2015,1,Tuesday,3,9.369999886,7.300000191,42,13,0,3,0,77.67000008
07-01-2015,2015,1,Wednesday,0,0,0,0,0,0,0,0,0
08-01-2015,2015,1,Thursday,2,7.077000141,1.200000048,46.40000153,13,1,1,2,73.67700171
09-01-2015,2015,1,Friday,3,4.340000153,9.399999619,36.20000076,33,2,7,2,96.94000053
10-01-2015,2015,1,Saturday,6,5.863999844,7,32.59999847,14,3,1,1,70.46399832
11-01-2015,2015,1,Sunday,3,7.340000153,7,43.59999847,11,1,11,2,85.93999863
12-01-2015,2015,1,Monday,2.329999924,3.339999914,7.5,36.59999847,18,0,6,1,74.76999831
13-01-2015,2015,1,Tuesday,10.34000015,4.659999847,10,34,14,2,4,2,81
14-01-2015,2015,1,Wednesday,3,3.339999914,5,23,20,0,1,0,55.33999991
15-01-2015,2015,1,Thursday,6.670000076,3,1,55.25,13,0,15,2,95.92000008
16-01-2015,2015,1,Friday,6.329999924,5.989999771,3.799999952,43,16,2,6,2,85.11999965
17-01-2015,2015,1,Saturday,6.679999828,5.679999828,7,19.20000076,18,0,0,0,56.56000042
18-01-2015,2015,1,Sunday,4,4.340000153,4.5,20.39999962,16,0,0,2,51.23999977
19-01-2015,2015,1,Monday,5.340000153,2.680000067,1.100000024,32,12,0,20,2,75.12000024
20-01-2015,2015,1,Tuesday,4.340000153,0.330000013,6,38,24,1,4,1,78.67000017
21-01-2015,2015,1,Wednesday,4,1,2,37.45000076,17,1,0,1,63.45000076
22-01-2015,2015,1,Thursday,4,1.340000033,4,21.39999962,19,0,0,1,50.73999965
23-01-2015,2015,1,Friday,3.670000076,4.728000164,8,30,14,0,7,2,69.39800024
24-01-2015,2015,1,Saturday,4.340000153,3.329999924,9.199999809,49.70000076,31,0,22,1,120.5700006
25-01-2015,2015,1,Sunday,4,1.129999995,1.899999976,38,11,1,5,0,62.02999997
26-01-2015,2015,1,Monday,8.5,4.670000076,4,34.40000153,15,0,13,0,79.5700016
27-01-2015,2015,1,Tuesday,2.670000076,6.329999924,1,20,14,0,0,0,44
28-01-2015,2015,1,Wednesday,3,5.340000153,3,32,18,3,5,3,72.34000015
29-01-2015,2015,1,Thursday,4.340000153,5.710000038,8.699999809,24.39999962,16,3,11,3,76.14999962
30-01-2015,2015,1,Friday,1,1.067999959,1,20.5,19,1,0,0,43.56799996
31-01-2015,2015,1,Saturday,8.340000153,6.111999989,5,32.40000153,12,0,11,2,76.85200167
01-02-2015,2015,2,Sunday,4.340000153,7.349999905,7,35.59999847,7,1,0,1,63.28999853
02-02-2015,2015,2,Monday,6,4,5.099999905,20.89999962,14,0,3,2,54.99999952
03-02-2015,2015,2,Tuesday,3.329999924,3,6.199999809,24.20000076,18,0,6,5,65.7300005
04-02-2015,2015,2,Wednesday,2.339999914,2.670000076,2.400000095,38.79999924,6,0,12,0,64.20999932
05-02-2015,2015,2,Thursday,2,5.570000172,3,24.85000038,12,0,2,1,50.42000055
06-02-2015,2015,2,Friday,3.329999924,3.329999924,7.300000191,23,7,1,13,1,58.96000004
07-02-2015,2015,2,Saturday,2,5,1.899999976,33.59999847,9,0,0,2,53.49999845
08-02-2015,2015,2,Sunday,1.340000033,7.758999825,5.699999809,29.89999962,8,0,0,0,52.69899929
09-02-2015,2015,2,Monday,3.329999924,3.539999962,9.600000381,20.70000076,8,1,0,1,47.17000103
10-02-2015,2015,2,Tuesday,3.660000086,8.670000076,7,33,11,0,6,3,72.33000016
11-02-2015,2015,2,Wednesday,3,5.139999866,3.599999905,48.5,16,0,20,2,98.23999977
12-02-2015,2015,2,Thursday,3,4,6,23.81999969,11,1,5,0,53.81999969
13-02-2015,2015,2,Friday,6.010000229,4.230000019,7,29.60000038,11,1,22,1,81.84000063
14-02-2015,2015,2,Saturday,4.329999924,1.735999942,6.699999809,29.20000076,13,1,5,4,64.96600044
15-02-2015,2015,2,Sunday,11.68000031,2.329999924,4.300000191,38,7,0,7,2,72.31000042
16-02-2015,2015,2,Monday,3.00999999,3.75,4,40.09999847,4,0,10,0,64.85999846
17-02-2015,2015,2,Tuesday,5.329999924,8.69299984,4,36.20000076,3,0,6,1,64.22300053
18-02-2015,2015,2,Wednesday,1,2.660000086,1.330000043,36.2120018,4,0,11,0,56.20200193
19-02-2015,2015,2,Thursday,2,3.332000017,4,36.70000076,2,2,6,3,59.03200078
20-02-2015,2015,2,Friday,5.329999924,4.659999847,0.5,27,5,0,25,6,73.48999977
21-02-2015,2015,2,Saturday,3,5.347000122,4.800000191,57,9,0,0,3,82.14700031
22-02-2015,2015,2,Sunday,2,4.340000153,2,50.59999847,7,0,11,1,77.93999863
23-02-2015,2015,2,Monday,5,3.160000086,7.5,55.40000153,9,0,20,0,100.0600016
24-02-2015,2015,2,Tuesday,3.680000067,3.339999914,6.199999809,22.06999969,11,0,11,2,59.28999949
25-02-2015,2015,2,Wednesday,7,6.329999924,6.099999905,24,8,0,2,2,55.42999983
26-02-2015,2015,2,Thursday,6,2,2,36.70000076,13,0,1,1,61.70000076
27-02-2015,2015,2,Friday,6.329999924,4.47300005,5,51,1,1,0,0,68.80299997
28-02-2015,2015,2,Saturday,6.340000153,3.329999924,1.600000024,26.60000038,9,0,4,3,53.87000048
01-03-2015,2015,3,Sunday,9,7.893000126,2.700000048,25.89999962,3,4,0,4,56.49299979
02-03-2015,2015,3,Monday,6.670000076,4.679999828,3.5,40.70000076,6,1,2,3,67.55000067
03-03-2015,2015,3,Tuesday,8,6.03000021,4.5,45.59999847,14,0,1,4,83.12999868
04-03-2015,2015,3,Wednesday,9.680000305,5.670000076,3.299999952,46.84999847,4,0,11,1,81.49999881
05-03-2015,2015,3,Thursday,6,2.329999924,3,35,2,0,0,0,48.32999992
06-03-2015,2015,3,Friday,2,2.670000076,6,19.79999924,4,0,1,1,36.46999931
07-03-2015,2015,3,Saturday,3.329999924,1,1,2,0,0,0,0,7.329999924
08-03-2015,2015,3,Sunday,6,3.397000074,2.400000095,55.40000153,9,0,2,1,79.1970017
09-03-2015,2015,3,Monday,2,3,5,32.70000076,10,0,1,1,54.70000076
10-03-2015,2015,3,Tuesday,1.340000033,3.660000086,5,40.40000153,6,0,6,3,65.40000165
11-03-2015,2015,3,Wednesday,11,5,3.200000048,32,9,0,4,0,64.20000005
12-03-2015,2015,3,Thursday,2.680000067,6.387000084,6.099999905,19,5,0,2,3,44.16700006
13-03-2015,2015,3,Friday,4,3.329999924,6.699999809,63.40000153,11,2,1,0,91.43000126
14-03-2015,2015,3,Saturday,2.660000086,4.329999924,4,39.09999847,9,0,9,3,71.08999848
15-03-2015,2015,3,Sunday,3.339999914,4.159999847,3,41,3,0,12,3,69.49999976
16-03-2015,2015,3,Monday,8,3.00999999,4.900000095,46.79999924,8,0,0,1,71.70999932
17-03-2015,2015,3,Tuesday,5,3,4.599999905,28.79999924,9,1,2,0,53.39999914
18-03-2015,2015,3,Wednesday,7.329999924,2,5.300000191,24.39999962,5,0,20,2,66.02999973
19-03-2015,2015,3,Thursday,2,2.329999924,1.5,31,7,0,15,0,58.82999992
20-03-2015,2015,3,Friday,1,7,3,38.59999847,13,1,5,1,69.59999847
21-03-2015,2015,3,Saturday,10.32999992,3.339999914,3,41.59999847,4,0,6,2,70.26999831
22-03-2015,2015,3,Sunday,8.340000153,6.670000076,2,43.20000076,9,0,10,0,79.21000099
23-03-2015,2015,3,Monday,2,4.340000153,7,28,5,0,0,2,48.34000015
24-03-2015,2015,3,Tuesday,4,5.472000122,5.199999809,22.39999962,8,2,9,4,60.07199955
25-03-2015,2015,3,Wednesday,3.680000067,8.659999847,6.400000095,17.60000038,10,2,13,1,62.34000039
26-03-2015,2015,3,Thursday,5,1.746999979,3,51.40000153,10,0,6,5,82.1470015
27-03-2015,2015,3,Friday,3,2.670000076,2,27,3,0,22,1,60.67000008
28-03-2015,2015,3,Saturday,1.330000043,3.055999994,3,50.5,6,0,0,2,65.88600004
29-03-2015,2015,3,Sunday,6,5.727000237,2.299999952,35.5,7,0,8,2,66.52700019
30-03-2015,2015,3,Monday,6.329999924,4.827000141,10,25.70000076,4,0,0,0,50.85700083
31-03-2015,2015,3,Tuesday,5,2,11.19999981,33.5,5,0,2,4,62.69999981
01-04-2015,2015,4,Wednesday,6.340000153,1.330000043,1,24.79999924,7,2,5,1,48.46999943
02-04-2015,2015,4,Thursday,5,3.99000001,5.400000095,35.06999969,3,0,3,5,60.4599998
03-04-2015,2015,4,Friday,5.329999924,2.319999933,4,34.20000076,12,0,0,4,61.85000062
04-04-2015,2015,4,Saturday,3.670000076,4.329999924,6,43,7,1,5,6,76
05-04-2015,2015,4,Sunday,3.339999914,5.010000229,4.5,31.60000038,4,0,0,1,49.45000052
06-04-2015,2015,4,Monday,7.329999924,3.329999924,5.300000191,32.90000153,4,0,3,2,57.86000156
07-04-2015,2015,4,Tuesday,6,3.660000086,6.699999809,25,8,0,8,1,58.3599999
08-04-2015,2015,4,Wednesday,4,2.329999924,3,18,11,0,10,4,52.32999992
09-04-2015,2015,4,Thursday,1.330000043,6,8,22.20000076,8,0,6,1,52.53000081
10-04-2015,2015,4,Friday,9.840000153,6.505000114,4,65.59999847,5,2,8,5,105.9449987
11-04-2015,2015,4,Saturday,11.68000031,3,3.400000095,26,9,0,5,6,64.0800004
12-04-2015,2015,4,Sunday,0,0,0,0,0,0,0,0,0
13-04-2015,2015,4,Monday,6.670000076,1.340000033,7,25.20000076,5,0,3,7,55.21000087
14-04-2015,2015,4,Tuesday,4.659999847,6.010000229,7,41.79999924,5,0,5,2,71.46999931
15-04-2015,2015,4,Wednesday,2,2.329999924,3,29.25,15,0,0,2,53.57999992
16-04-2015,2015,4,Thursday,2.339999914,1,7.199999809,30.60000038,7,0,9,4,61.1400001
17-04-2015,2015,4,Friday,9.329999924,3.660000086,3,29.64999962,6,0,1,5,57.63999963
18-04-2015,2015,4,Saturday,7.329999924,3,1,31.29999924,1,0,1,4,48.62999916
19-04-2015,2015,4,Sunday,9.319999695,5.527999878,3.799999952,36.5,3,0,0,2,60.14799953
20-04-2015,2015,4,Monday,3,5.043000221,3.700000048,38,13,0,1,3,66.74300027
21-04-2015,2015,4,Tuesday,6.329999924,1,2,35.20000076,9,0,0,6,59.53000069
22-04-2015,2015,4,Wednesday,1.330000043,4.626999855,3.200000048,32,3,0,1,2,47.15699995
23-04-2015,2015,4,Thursday,4,1,1,28.20000076,8,0,1,4,47.20000076
24-04-2015,2015,4,Friday,10,1,4,30,5,0,1,5,56
25-04-2015,2015,4,Saturday,5,3.164999962,8,38.09999847,3,0,1,3,61.26499844
26-04-2015,2015,4,Sunday,7,6,3,37.59999847,5,0,1,1,60.59999847
27-04-2015,2015,4,Monday,3,0.779999971,4,43,10,0,0,10,70.77999997
28-04-2015,2015,4,Tuesday,4.329999924,4.670000076,3.099999905,15.19999981,7,0,5,6,45.29999971
29-04-2015,2015,4,Wednesday,2,0.430000007,4.199999809,27.60000038,2,0,11,3,50.2300002
30-04-2015,2015,4,Thursday,3,8.727000237,2.599999905,32.59999847,7,0,3,7,63.92699862
01-05-2015,2015,5,Friday,5.340000153,1.679999948,4.940000057,11.39999962,4,0,0,4.699999809,32.05999959
02-05-2015,2015,5,Saturday,5,3.660000086,3,47.79999924,6,2,0,5,72.45999932
03-05-2015,2015,5,Sunday,6.670000076,1.065999985,2.099999905,19.20000076,4,0,1,6,40.03600073
04-05-2015,2015,5,Monday,4,4.72300005,8.600000381,36,5,1,10,3.299999952,72.62300038
05-05-2015,2015,5,Tuesday,3.339999914,3.461999893,2,19,6,0,5,2.5,41.30199981
06-05-2015,2015,5,Wednesday,4.659999847,6.497000217,2,40.20000076,11,0,0,6,70.35700083
07-05-2015,2015,5,Thursday,2,3.339999914,2,21,4,1,5,10,48.33999991
08-05-2015,2015,5,Friday,1,6.340000153,5,16,8,0,4,1,41.34000015
09-05-2015,2015,5,Saturday,3.660000086,4.340000153,7.400000095,21,11,1,1,6,55.40000033
10-05-2015,2015,5,Sunday,3.339999914,5.427000046,3.799999952,13,3,0,1,10,39.56699991
11-05-2015,2015,5,Monday,3.329999924,6.659999847,5.900000095,21,3,0,6,4,49.88999987
12-05-2015,2015,5,Tuesday,7.329999924,1.99000001,8.199999809,22.95000076,13,0,0,8,61.47000051
13-05-2015,2015,5,Wednesday,8,3.440000057,9,28.39999962,5,0,2,4.5,60.33999968
14-05-2015,2015,5,Thursday,3,5.066999912,3,14,1,0,0,5,31.06699991
15-05-2015,2015,5,Friday,3.339999914,6.53000021,4.300000191,48.40000153,8,0,4,3.200000048,77.77000189
16-05-2015,2015,5,Saturday,5,4.065999985,4.099999905,40.40000153,4,0,0,4,61.56600142
17-05-2015,2015,5,Sunday,5,3.329999924,5,23.20000076,0,0,0,8,44.53000069
18-05-2015,2015,5,Monday,7,2.713000059,5.199999809,21.39999962,6,1,2,2.200000048,47.51299953
19-05-2015,2015,5,Tuesday,3,1.659999967,3,20,8,0,0,3,38.65999997
20-05-2015,2015,5,Wednesday,5.670000076,6.465000153,2,17,12,1,5,6,55.13500023
21-05-2015,2015,5,Thursday,6,1.957000017,3,10,5,0,1,3.299999952,30.25699997
22-05-2015,2015,5,Friday,3,0.197999999,2,15,8,0,0,7,35.198
23-05-2015,2015,5,Saturday,5.679999828,2.690000057,5,23.45000076,10,0,2,7,55.82000065
24-05-2015,2015,5,Sunday,5.329999924,7.769000053,3,20,5,0,0,1.299999952,42.39899993
25-05-2015,2015,5,Monday,9.659999847,3.329999924,4,30,11,3,0,3,63.98999977
26-05-2015,2015,5,Tuesday,7.340000153,3.339999914,4.5,27,11,0,22,10,85.18000007
27-05-2015,2015,5,Wednesday,4,2.660000086,2,24.20000076,7,0,0,1,40.86000085
28-05-2015,2015,5,Thursday,6,2.329999924,6.699999809,17.10000038,3,0,20,3,58.13000011
29-05-2015,2015,5,Friday,6.329999924,5.010000229,3,41.79999924,6,0,5,3,70.13999939
30-05-2015,2015,5,Saturday,14,2.680000067,6,24.5,4,0,4,8,63.18000007
31-05-2015,2015,5,Sunday,3,4.697000027,6.300000191,31.5,2,0,0,10.5,57.99700022
01-06-2015,2015,6,Monday,4.659999847,5,2.5,23.54999924,12,0,2,3,52.70999908
02-06-2015,2015,6,Tuesday,8.329999924,8,7.900000095,24,10,4,3,6,71.23000002
03-06-2015,2015,6,Wednesday,5,1.659999967,5.300000191,30,9,0,6,2,58.96000016
04-06-2015,2015,6,Thursday,2.329999924,4,3,20,5,0,2,2,38.32999992
05-06-2015,2015,6,Friday,5,0.670000017,5,13,6,0,1,7,37.67000002
06-06-2015,2015,6,Saturday,3.680000067,3.680000067,2,16,6,0,17,2,50.36000013
07-06-2015,2015,6,Sunday,6.340000153,5.010000229,2,17,6,1,22,6,65.35000038
08-06-2015,2015,6,Monday,6,5.659999847,2.5,31,10,1,3,7,66.15999985
09-06-2015,2015,6,Tuesday,3,4,4,26.60000038,14,0,0,4.599999905,56.20000029
10-06-2015,2015,6,Wednesday,4.340000153,3.00999999,8,18.6760006,6,0,7,2,49.02600074
11-06-2015,2015,6,Thursday,6,2.329999924,5.099999905,38.29999924,11,0,1,3,66.72999907
12-06-2015,2015,6,Friday,1.669999957,1.659999967,2,17.5,2,2,0,5,31.82999992
13-06-2015,2015,6,Saturday,2.329999924,4.659999847,7.300000191,21.39999962,6,0,12,4,57.68999958
14-06-2015,2015,6,Sunday,5,3.670000076,1.600000024,14,6,0,3,2,35.2700001
15-06-2015,2015,6,Monday,4,3.359999895,5,37,9,0,6,9,73.3599999
16-06-2015,2015,6,Tuesday,7,3.339999914,4,20,6,0,8,5,53.33999991
17-06-2015,2015,6,Wednesday,3.660000086,3.319999933,8.659999847,24,10,1,20,2,72.63999987
18-06-2015,2015,6,Thursday,3,5.329999924,7,24.60000038,4,0,23,3.599999905,70.53000021
19-06-2015,2015,6,Friday,5.329999924,4.010000229,3.099999905,24,13,2,10,6.300000191,67.74000025
20-06-2015,2015,6,Saturday,9.340000153,3,3,26.79999924,5,0,10,7,64.13999939
21-06-2015,2015,6,Sunday,9.340000153,0.680000007,5,18,5,0,6,2,46.02000016
22-06-2015,2015,6,Monday,5.170000076,6.989999771,9.600000381,29.06200027,0,0,1,5,56.8220005
23-06-2015,2015,6,Tuesday,4.670000076,5.670000076,3.5,19,7,0,5,5,49.84000015
24-06-2015,2015,6,Wednesday,3.829999924,4,7,23.79999924,5,1,4,3,51.62999916
25-06-2015,2015,6,Thursday,6.329999924,4.340000153,6,24.125,4,0,0,3,47.79500008
26-06-2015,2015,6,Friday,7.170000076,0.330000013,2,29,3,0,1,4,46.50000009
27-06-2015,2015,6,Saturday,7.329999924,3.329999924,6,36,10,0,1,2,65.65999985
28-06-2015,2015,6,Sunday,5.340000153,4.650000095,7.400000095,12,0,0,6,6,41.39000034
29-06-2015,2015,6,Monday,5.679999828,3.660000086,4,22,15,0,11,3,64.33999991
30-06-2015,2015,6,Tuesday,1,4.670000076,6,35,12,0,2,4.300000191,64.97000027
01-07-2015,2015,7,Wednesday,8.829999924,5.679999828,5.400000095,18.25,14,1,12,10,75.15999985
02-07-2015,2015,7,Thursday,3,2,1,23.14999962,3,0,1,2,35.14999962
03-07-2015,2015,7,Friday,5.5,4.329999924,3.5,24.5,10,0,8,4,59.82999992
04-07-2015,2015,7,Saturday,7.349999905,2.339999914,4.199999809,15.19999981,2,0,0,3,34.08999944
05-07-2015,2015,7,Sunday,5,4.340000153,4.199999809,14,10,0,1,4,42.53999996
06-07-2015,2015,7,Monday,5.5,4.679999828,2,20,8,0,3,3,46.17999983
07-07-2015,2015,7,Tuesday,4.840000153,4.679999828,2.299999952,19.60000038,5,0,3,7,46.42000031
08-07-2015,2015,7,Wednesday,2,1.350000024,3,18.60000038,6,0,5,3,38.95000041
09-07-2015,2015,7,Thursday,2.339999914,1.669999957,2,32.75,4,0,0,5,47.75999987
10-07-2015,2015,7,Friday,5.5,6.340000153,5,37,15,0,8,6,82.84000015
11-07-2015,2015,7,Saturday,4,2.329999924,4.900000095,45,9,0,2,10,77.23000002
12-07-2015,2015,7,Sunday,6.329999924,5.329999924,5,25.29999924,5,0,0,6.5,53.45999908
13-07-2015,2015,7,Monday,3.680000067,0.660000026,8,22.54999924,5,0,0,3,42.88999933
14-07-2015,2015,7,Tuesday,0.340000004,4.329999924,5,14,1,0,2,2,28.66999993
15-07-2015,2015,7,Wednesday,8.489999771,1.659999967,4,20.20000076,5,0,1,9,49.3500005
16-07-2015,2015,7,Thursday,8.340000153,3.329999924,1,18,3,0,2,4,39.67000008
17-07-2015,2015,7,Friday,2.5,1.330000043,1,28,3,0,0,2.299999952,38.13
18-07-2015,2015,7,Saturday,3.680000067,7.380000114,2,25,8,3,1,3,53.06000018
19-07-2015,2015,7,Sunday,11.68000031,1.679999948,2,15,1,0,1,3,35.36000025
20-07-2015,2015,7,Monday,5.840000153,4.670000076,5,41,4,0,0,2,62.51000023
21-07-2015,2015,7,Tuesday,4.679999828,1,3.200000048,14.25,7,0,1,4,35.12999988
22-07-2015,2015,7,Wednesday,9.329999924,0.340000004,5,22,10,0,5,3,54.66999993
23-07-2015,2015,7,Thursday,1.5,4,3,14,3,0,0,2,27.5
24-07-2015,2015,7,Friday,6,6.340000153,3.599999905,29.60000038,9,1,1,10,66.54000044
25-07-2015,2015,7,Saturday,4,4,5,22,7,1,0,4,47
26-07-2015,2015,7,Sunday,5,2.99000001,3,29,4,0,0,0,43.99000001
27-07-2015,2015,7,Monday,7.340000153,3.339999914,7,24,9,0,0,1.5,52.18000007
28-07-2015,2015,7,Tuesday,14.18000031,6.019999981,1,15.19999981,14,0,1,3,54.4000001
29-07-2015,2015,7,Wednesday,10.34000015,3.339999914,4,21.37800026,8,0,2,1,50.05800033
30-07-2015,2015,7,Thursday,3,3.329999924,14,16.29999924,3,0,0,4,43.62999916
31-07-2015,2015,7,Friday,5.5,9,6.199999809,24,8,0,0,6,58.69999981
01-08-2015,2015,8,Saturday,5,5,4,19,14,0,0,2,49
02-08-2015,2015,8,Sunday,5,6.699999809,4,15,9,0,0,2,41.69999981
03-08-2015,2015,8,Monday,1.5,2.329999924,1.5,23,3.5,1,5,1,38.82999992
